1
Deck is attached!
stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,stateEstimateZ.ax,stateEstimateZ.ay,stateEstimateZ.az,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,
527,276,264,355,38,8981,500.0,0.0,299.0,
527,275,264,273,140,8965,500.0,0.0,299.0,
527,274,265,383,6,9065,500.0,0.0,299.0,
526,273,265,424,17,8900,500.0,0.0,299.0,
525,273,263,238,-23,9113,500.0,0.0,299.0,
525,272,263,279,-100,9022,500.0,0.0,299.0,
524,269,263,294,-32,8923,500.0,0.0,299.0,
524,269,263,302,-69,9084,500.0,0.0,299.0,
523,268,263,188,55,8996,500.0,0.0,299.0,
522,265,263,285,-98,9145,500.0,0.0,299.0,
522,264,262,305,41,9244,500.0,0.0,299.0,
522,263,262,405,-61,9194,500.0,0.0,299.0,
521,262,261,272,-41,9289,500.0,0.0,299.0,
524,266,263,361,26,9324,500.0,0.0,299.0,
523,264,262,459,110,9363,500.0,0.0,299.0,
522,263,262,353,145,9305,500.0,0.0,299.0,
522,262,261,129,-2,9570,500.0,0.0,299.0,
521,261,258,332,-30,9443,500.0,0.0,299.0,
521,260,257,449,-210,9522,500.0,0.0,299.0,
521,259,257,83,-33,9686,500.0,0.0,299.0,
521,258,256,325,105,9677,500.0,0.0,299.0,
520,257,255,381,81,9739,500.0,0.0,299.0,
520,256,255,129,-13,9787,500.0,0.0,299.0,
520,256,254,235,-3,9798,500.0,0.0,299.0,
519,256,253,414,52,9992,500.0,0.0,299.0,
519,254,252,296,8,10216,500.0,0.0,299.0,
518,253,252,351,-2,10069,500.0,0.0,299.0,
518,252,251,413,86,9964,500.0,0.0,299.0,
517,250,250,253,42,10112,500.0,0.0,299.0,
517,249,250,251,-2,10272,500.0,0.0,299.0,
516,248,248,197,-91,10365,500.0,0.0,299.0,
516,247,247,288,-95,10352,500.0,0.0,299.0,
516,247,246,237,-75,10423,500.0,0.0,299.0,
515,246,246,142,-140,10524,500.0,0.0,299.0,
515,244,244,275,-74,10325,500.0,0.0,299.0,
515,244,243,260,-66,10327,500.0,0.0,299.0,
514,243,243,233,-124,10270,500.0,0.0,299.0,
513,241,242,278,-12,10313,500.0,0.0,299.0,
512,240,242,286,-123,10375,500.0,0.0,299.0,
512,239,242,281,-115,10403,500.0,0.0,299.0,
512,238,242,289,-35,10472,500.0,0.0,299.0,
511,237,241,367,-164,10485,500.0,0.0,299.0,
511,236,241,268,-143,10473,500.0,0.0,299.0,
510,235,240,150,-71,10564,500.0,0.0,299.0,
510,234,240,111,-13,10491,500.0,0.0,299.0,
510,232,240,212,-86,10649,500.0,0.0,299.0,
510,232,240,225,-67,10449,500.0,0.0,299.0,
508,231,240,140,-15,10443,500.0,0.0,299.0,
509,230,240,108,200,10540,500.0,0.0,299.0,
508,229,240,242,104,10399,500.0,0.0,299.0,
507,228,240,204,-69,10417,500.0,0.0,299.0,
507,227,241,202,159,10491,500.0,0.0,299.0,
507,225,240,310,-54,10426,500.0,0.0,299.0,
507,224,241,318,-156,10309,500.0,0.0,299.0,
506,223,241,203,57,10300,500.0,0.0,299.0,
506,221,242,95,71,10449,500.0,0.0,299.0,
505,221,243,175,36,10161,500.0,0.0,299.0,
505,220,244,179,97,10225,500.0,0.0,299.0,
504,219,245,297,-119,9907,500.0,0.0,299.0,
504,217,246,231,-54,10043,500.0,0.0,299.0,
504,216,247,189,-60,10003,500.0,0.0,299.0,
503,215,248,226,69,9857,500.0,0.0,299.0,
503,213,249,383,-185,9911,500.0,0.0,299.0,
502,213,249,169,17,9855,500.0,0.0,299.0,
502,212,250,326,-61,9734,500.0,0.0,299.0,
502,212,249,284,-49,9682,500.0,0.0,299.0,
501,211,250,259,-162,9737,500.0,0.0,299.0,
501,210,251,222,36,9621,500.0,0.0,299.0,
501,208,251,317,-42,9551,500.0,0.0,299.0,
500,207,253,252,-27,9577,500.0,0.0,299.0,
499,206,254,259,-36,9315,500.0,0.0,299.0,
499,205,255,287,9,9528,500.0,0.0,299.0,
498,204,255,184,-154,9578,500.0,0.0,299.0,
498,203,257,320,-75,9391,500.0,0.0,299.0,
496,203,257,240,99,9234,500.0,0.0,299.0,
496,202,258,283,-47,9259,500.0,0.0,299.0,
496,201,258,290,-59,9399,500.0,0.0,299.0,
496,199,259,435,236,9271,500.0,0.0,299.0,
496,197,258,382,-45,9142,500.0,0.0,299.0,
495,196,258,326,-95,9226,500.0,0.0,299.0,
494,194,259,369,-23,9093,500.0,0.0,299.0,
494,194,259,200,20,9217,500.0,0.0,299.0,
493,192,258,323,-99,9172,500.0,0.0,299.0,
493,193,258,358,67,9141,500.0,0.0,299.0,
492,191,258,365,10,9196,500.0,0.0,299.0,
492,191,258,416,-63,9351,500.0,1.0,299.0,
492,189,259,345,112,9340,500.0,1.0,299.0,
492,188,259,366,-80,9375,500.0,2.0,299.0,
492,187,258,305,-25,9387,500.0,2.0,299.0,
491,185,258,279,24,9323,500.0,4.0,299.0,
491,184,257,440,-30,9393,500.0,4.0,299.0,
490,183,257,449,-137,9519,500.0,7.0,299.0,
490,182,256,402,79,9353,500.0,7.0,299.0,
489,182,256,287,125,9530,500.0,11.0,299.0,
489,180,255,396,10,9425,500.0,11.0,299.0,
489,180,256,-47,-14,9588,500.0,16.0,299.0,
488,178,255,209,-317,9750,500.0,16.0,299.0,
488,177,255,408,-270,9680,500.0,22.0,299.0,
488,177,254,310,30,9781,500.0,22.0,299.0,
488,176,254,461,-171,9627,500.0,30.0,299.0,
488,175,253,472,-1,9625,500.0,30.0,299.0,
487,173,253,113,118,10067,500.0,39.0,299.0,
487,173,252,364,-70,9873,500.0,39.0,299.0,
487,172,253,708,-32,9543,500.0,50.0,299.0,
487,170,253,445,3,9887,500.0,50.0,299.0,
486,169,252,188,93,10249,500.0,62.0,299.0,
486,169,252,497,-47,10117,500.0,62.0,299.0,
486,167,252,588,-198,9891,500.0,75.0,299.0,
485,166,251,561,-129,9857,500.0,75.0,299.0,
486,165,250,352,84,10102,500.0,90.0,299.0,
486,164,250,154,122,10345,500.0,90.0,299.0,
486,165,250,573,85,10073,500.0,106.0,299.0,
485,165,249,261,6,10056,500.0,106.0,299.0,
485,163,249,412,-137,10014,500.0,123.0,299.0,
485,162,249,408,-34,10035,500.0,123.0,299.0,
485,160,249,306,-330,9760,500.0,142.0,299.0,
484,160,248,438,221,9896,500.0,142.0,299.0,
484,158,248,352,39,10133,500.0,161.0,299.0,
484,157,248,196,133,10196,500.0,161.0,299.0,
484,156,247,215,92,10288,500.0,182.0,299.0,
484,156,247,263,-7,10074,500.0,182.0,299.0,
484,155,247,308,216,10267,500.0,202.0,299.0,
484,154,247,336,-126,10046,500.0,202.0,299.0,
484,152,247,420,95,9932,500.0,224.0,299.0,
484,151,247,399,13,10014,500.0,224.0,299.0,
483,150,247,279,-4,10169,500.0,245.0,299.0,
483,150,247,356,-2,10276,500.0,245.0,299.0,
483,149,247,284,2,10125,500.0,267.0,300.0,
483,148,247,278,124,10216,500.0,267.0,300.0,
483,147,247,248,-87,10129,500.0,288.0,300.0,
482,145,247,169,-34,10057,500.0,288.0,300.0,
482,144,247,204,29,10058,500.0,309.0,300.0,
482,143,247,242,-14,10071,500.0,309.0,300.0,
482,142,248,241,73,10069,500.0,330.0,300.0,
482,142,247,197,83,9896,500.0,330.0,300.0,
482,141,247,144,374,10052,500.0,350.0,300.0,
482,140,248,182,152,10067,500.0,350.0,300.0,
481,139,248,202,57,10086,500.0,369.0,300.0,
482,138,247,324,-63,9538,500.0,369.0,300.0,
482,137,247,301,10,9820,500.0,386.0,300.0,
482,136,247,294,168,9891,500.0,386.0,300.0,
482,135,247,179,225,9968,500.0,403.0,300.0,
481,134,247,222,21,9936,500.0,403.0,300.0,
481,133,247,186,40,9921,500.0,418.0,300.0,
481,133,247,346,14,9815,500.0,418.0,300.0,
480,132,247,315,13,9947,500.0,432.0,300.0,
480,131,248,316,44,9842,500.0,432.0,300.0,
481,130,247,245,138,9968,500.0,445.0,300.0,
480,129,247,253,169,9965,500.0,445.0,300.0,
480,129,247,155,168,9972,500.0,456.0,300.0,
480,127,247,252,272,9841,500.0,456.0,300.0,
480,127,250,207,200,9892,500.0,466.0,300.0,
480,126,250,252,123,9730,500.0,466.0,300.0,
480,125,250,316,51,9748,500.0,474.0,300.0,
480,124,251,210,82,9666,500.0,474.0,300.0,
480,127,251,189,361,9863,500.0,481.0,300.0,
480,126,251,209,289,10016,500.0,481.0,300.0,
480,126,251,233,26,9810,500.0,486.0,300.0,
480,125,252,499,113,9742,500.0,486.0,300.0,
480,124,252,451,96,9611,500.0,490.0,300.0,
480,123,254,175,-118,9855,500.0,490.0,300.0,
480,122,254,308,144,9754,500.0,494.0,300.0,
479,121,255,282,62,9685,500.0,494.0,300.0,
479,120,255,308,-62,9617,500.0,496.0,300.0,
480,119,256,502,22,9452,500.0,496.0,300.0,
479,119,257,85,68,9772,500.0,498.0,300.0,
479,118,257,386,74,9613,500.0,498.0,300.0,
479,118,258,430,150,9420,500.0,499.0,300.0,
479,118,259,196,287,9549,500.0,499.0,300.0,
478,117,259,402,-25,9187,500.0,499.0,300.0,
478,117,259,330,210,9243,500.0,499.0,300.0,
479,118,260,697,175,8875,500.0,499.0,299.0,
479,117,260,463,-21,9208,500.0,499.0,299.0,
479,116,258,271,-28,9519,500.0,499.0,299.0,
479,116,257,477,56,9274,500.0,499.0,299.0,
479,116,257,231,81,9387,500.0,500.0,299.0,
479,115,257,247,22,9345,500.0,500.0,299.0,
479,115,256,372,29,9345,500.0,500.0,299.0,
478,114,256,325,168,9288,500.0,500.0,299.0,
478,114,256,177,-88,9385,500.0,500.0,299.0,
478,113,255,230,3,9327,500.0,500.0,299.0,
478,113,254,329,130,9390,500.0,500.0,299.0,
477,112,253,362,1,9355,500.0,500.0,299.0,
478,112,253,234,206,9661,500.0,500.0,299.0,
478,111,252,170,40,9554,500.0,500.0,299.0,
478,111,252,319,-103,9435,500.0,500.0,299.0,
478,111,251,256,136,9832,500.0,500.0,299.0,
478,111,251,367,73,9646,500.0,500.0,299.0,
478,111,250,313,29,9671,500.0,500.0,299.0,
477,110,249,394,-110,9719,500.0,500.0,299.0,
477,109,250,241,9,9958,500.0,500.0,299.0,
478,109,249,358,43,9791,500.0,500.0,299.0,
477,109,248,242,69,9960,500.0,500.0,299.0,
477,109,248,266,91,10023,500.0,500.0,299.0,
477,108,247,276,343,10258,500.0,500.0,299.0,
477,108,249,179,82,10265,500.0,500.0,299.0,
477,108,249,138,72,10188,500.0,500.0,299.0,
477,108,248,175,-11,10257,500.0,500.0,299.0,
478,108,248,156,32,10176,500.0,500.0,299.0,
478,108,246,425,117,10368,500.0,500.0,299.0,
477,108,246,249,39,10210,500.0,500.0,299.0,
478,108,246,173,366,10447,500.0,500.0,299.0,
478,108,246,276,-98,10326,500.0,500.0,299.0,
478,108,245,356,36,10210,500.0,500.0,299.0,
478,108,245,82,-180,10345,500.0,500.0,299.0,
478,108,245,203,-86,10099,500.0,500.0,299.0,
478,108,245,302,126,10042,500.0,500.0,299.0,
478,108,245,95,2,10289,500.0,500.0,299.0,
478,108,246,193,0,10169,500.0,500.0,299.0,
478,108,246,121,54,10363,500.0,500.0,299.0,
478,108,247,152,54,10469,500.0,500.0,299.0,
478,108,247,209,69,10289,500.0,500.0,299.0,
478,108,246,140,25,10220,500.0,500.0,299.0,
479,106,246,152,-176,10023,500.0,500.0,299.0,
479,106,246,160,6,10059,500.0,500.0,299.0,
479,106,247,296,-56,9928,500.0,500.0,299.0,
479,106,246,141,-44,10087,500.0,500.0,299.0,
480,106,246,235,-82,9960,500.0,500.0,299.0,
479,106,246,281,-122,9974,500.0,500.0,299.0,
479,106,247,297,-95,9905,500.0,500.0,299.0,
479,106,245,488,97,10029,500.0,500.0,299.0,
479,106,245,290,45,10070,500.0,500.0,299.0,
479,106,246,264,255,9931,500.0,500.0,299.0,
479,106,246,305,87,9832,500.0,500.0,299.0,
479,106,246,269,157,10000,500.0,500.0,299.0,
479,106,247,406,-67,9850,500.0,500.0,299.0,
479,106,247,407,-498,9860,500.0,500.0,299.0,
479,106,247,293,-118,9816,500.0,500.0,299.0,
479,106,247,421,371,10144,500.0,500.0,299.0,
479,106,246,273,20,9750,500.0,500.0,299.0,
479,106,246,305,23,9800,500.0,500.0,299.0,
479,106,246,271,-32,9788,500.0,500.0,299.0,
479,107,247,206,34,9902,500.0,500.0,299.0,
479,107,247,355,73,9766,500.0,500.0,299.0,
479,107,247,231,37,9766,500.0,500.0,299.0,
479,107,248,110,150,10006,500.0,500.0,299.0,
479,107,248,206,-7,9843,500.0,500.0,299.0,
479,107,248,272,-19,9746,500.0,500.0,299.0,
479,108,251,379,-72,9650,500.0,500.0,299.0,
479,108,252,237,-60,9817,500.0,500.0,299.0,
479,108,252,254,96,9770,500.0,500.0,299.0,
479,105,253,156,104,9770,500.0,500.0,299.0,
479,105,254,130,76,9804,500.0,500.0,299.0,
479,105,254,405,-46,9525,500.0,500.0,299.0,
479,105,255,352,-28,9747,500.0,500.0,299.0,
479,105,255,228,-25,9760,500.0,500.0,299.0,
479,105,256,386,9,9594,500.0,500.0,299.0,
479,105,256,257,217,9745,500.0,500.0,299.0,
479,105,256,109,108,9783,500.0,500.0,299.0,
479,105,257,394,139,9564,500.0,500.0,299.0,
478,105,257,358,94,9705,500.0,500.0,299.0,
478,105,255,88,-180,9322,500.0,500.0,299.0,
478,106,255,300,24,9532,500.0,500.0,299.0,
478,106,256,310,113,9567,500.0,500.0,299.0,
478,106,256,336,-18,9367,500.0,500.0,299.0,
478,106,257,-150,-14,9540,500.0,500.0,299.0,
478,106,257,229,125,9355,500.0,500.0,299.0,
478,106,257,256,-108,9447,500.0,500.0,299.0,
478,107,257,171,19,9522,500.0,500.0,299.0,
478,107,255,364,160,9463,500.0,500.0,299.0,
478,107,255,334,194,9545,500.0,500.0,299.0,
478,107,254,213,-118,9542,500.0,500.0,299.0,
478,108,254,174,83,9503,500.0,500.0,299.0,
478,108,254,237,175,9538,500.0,500.0,299.0,
478,108,255,405,-33,9546,500.0,500.0,299.0,
478,109,255,259,75,9666,500.0,500.0,299.0,
478,109,255,285,195,9655,500.0,500.0,299.0,
478,109,255,279,-250,9679,500.0,500.0,299.0,
478,110,254,209,-9,9720,500.0,500.0,299.0,
478,110,254,430,281,9801,500.0,500.0,299.0,
478,111,253,394,24,9684,500.0,500.0,299.0,
478,111,253,457,-93,9684,500.0,500.0,299.0,
478,112,253,474,-151,9824,500.0,500.0,299.0,
478,112,252,296,80,9930,500.0,500.0,299.0,
478,113,252,239,130,9920,500.0,500.0,299.0,
478,113,252,502,-177,9692,500.0,500.0,299.0,
478,113,251,389,-168,9732,500.0,500.0,299.0,
478,114,250,385,-45,9753,500.0,500.0,299.0,
478,114,249,287,143,10117,500.0,500.0,299.0,
478,115,249,86,198,9986,500.0,500.0,299.0,
478,116,248,265,19,10052,500.0,500.0,299.0,
478,116,248,310,-348,10094,500.0,500.0,299.0,
478,117,247,398,33,9821,500.0,500.0,299.0,
478,117,247,407,-69,9886,500.0,500.0,299.0,
478,118,247,123,234,10014,500.0,500.0,299.0,
478,119,245,266,231,10110,500.0,500.0,299.0,
478,119,245,151,100,10257,500.0,500.0,299.0,
478,120,244,237,301,10231,500.0,500.0,299.0,
478,121,244,506,194,9980,500.0,500.0,299.0,
478,122,244,273,90,10192,500.0,500.0,299.0,
478,123,243,419,78,10421,500.0,500.0,299.0,
477,123,243,212,-237,10335,500.0,500.0,299.0,
477,123,243,212,-49,10277,500.0,500.0,299.0,
477,124,243,175,49,10329,500.0,500.0,299.0,
477,126,243,281,251,10288,500.0,500.0,299.0,
477,126,243,298,-1,10339,500.0,500.0,299.0,
477,127,243,190,82,10468,500.0,500.0,299.0,
477,128,243,332,-107,10254,500.0,500.0,299.0,
477,129,244,170,-33,10139,500.0,500.0,299.0,
477,130,244,202,346,10271,500.0,500.0,299.0,
477,131,245,227,-13,10169,500.0,500.0,299.0,
477,131,245,182,-220,10272,500.0,500.0,299.0,
477,131,243,206,36,10274,500.0,500.0,299.0,
477,133,243,212,-19,10049,500.0,500.0,299.0,
477,134,244,125,86,10248,500.0,500.0,299.0,
477,135,244,156,57,10198,500.0,500.0,299.0,
477,136,245,87,125,9945,500.0,500.0,299.0,
477,137,246,240,160,9917,500.0,500.0,299.0,
476,138,247,181,16,10136,500.0,500.0,299.0,
476,139,247,182,-1,10012,500.0,500.0,299.0,
477,139,248,321,-7,9763,500.0,500.0,299.0,
477,140,249,221,-44,9879,500.0,500.0,299.0,
477,141,250,199,139,9989,500.0,500.0,299.0,
476,142,250,207,145,9991,500.0,500.0,299.0,
476,144,251,198,115,9865,500.0,500.0,299.0,
476,145,252,247,-171,9859,500.0,500.0,299.0,
476,146,253,272,-190,9855,500.0,500.0,299.0,
476,147,254,209,-34,9708,500.0,500.0,299.0,
475,148,255,385,33,9477,500.0,500.0,299.0,
475,149,255,485,-18,9443,500.0,500.0,299.0,
475,151,255,240,-58,9658,500.0,500.0,299.0,
475,152,255,282,-27,9478,500.0,500.0,299.0,
476,153,256,289,19,9500,500.0,500.0,299.0,
476,154,256,191,-102,9586,500.0,500.0,299.0,
475,155,255,360,-79,9361,500.0,500.0,299.0,
475,156,255,398,-11,9381,500.0,500.0,299.0,
475,157,255,330,-246,9173,500.0,500.0,299.0,
475,158,255,549,115,9168,500.0,500.0,299.0,
475,160,255,366,111,9347,500.0,500.0,299.0,
475,161,255,229,0,9432,500.0,500.0,299.0,
475,163,255,211,-166,9307,500.0,500.0,299.0,
475,164,255,319,-29,9176,500.0,500.0,299.0,
473,163,256,384,22,9437,500.0,500.0,299.0,
473,165,256,315,-5,9302,500.0,500.0,299.0,
473,166,256,297,-73,9528,500.0,500.0,299.0,
473,168,256,276,-123,9579,500.0,500.0,299.0,
473,170,256,133,-14,9671,500.0,500.0,299.0,
473,171,255,356,102,9486,500.0,500.0,299.0,
473,172,254,547,332,9210,500.0,500.0,299.0,
473,173,254,327,64,9606,500.0,500.0,299.0,
473,174,254,393,-27,9536,500.0,500.0,299.0,
473,174,253,273,74,9646,500.0,500.0,299.0,
473,176,253,188,-2,9905,500.0,500.0,299.0,
473,177,252,301,-137,9742,500.0,500.0,299.0,
473,179,252,352,-94,9704,500.0,500.0,299.0,
473,179,253,187,-79,9767,500.0,500.0,299.0,
473,180,253,460,76,9457,500.0,500.0,299.0,
473,182,252,450,-61,9457,500.0,500.0,299.0,
472,183,252,372,-141,9729,500.0,500.0,299.0,
472,184,252,352,-254,9833,500.0,500.0,299.0,
472,187,255,207,-22,10055,500.0,500.0,299.0,
472,188,255,193,48,10067,500.0,500.0,299.0,
472,189,255,211,31,10198,500.0,500.0,299.0,
472,190,255,253,-30,9998,500.0,500.0,299.0,
472,191,253,238,-125,9990,500.0,500.0,299.0,
472,192,253,130,30,10145,500.0,500.0,299.0,
472,194,253,377,-45,9913,500.0,500.0,299.0,
471,195,253,309,-234,10029,500.0,500.0,299.0,
472,196,254,339,-222,9797,500.0,500.0,299.0,
472,198,254,221,-179,9948,500.0,500.0,299.0,
472,199,254,209,40,9948,500.0,500.0,299.0,
471,198,254,337,-7,9929,500.0,500.0,299.0,
471,201,254,403,-43,9855,500.0,500.0,299.0,
471,201,253,559,-24,9623,500.0,500.0,299.0,
471,203,253,524,-273,9551,500.0,500.0,299.0,
471,204,253,136,-236,9700,500.0,500.0,299.0,
471,206,253,305,210,9839,500.0,500.0,299.0,
471,206,253,490,356,9979,500.0,500.0,299.0,
471,207,253,448,-121,9688,500.0,500.0,299.0,
471,209,253,652,-258,9508,500.0,500.0,299.0,
471,210,253,312,-32,9918,500.0,500.0,299.0,
471,212,251,225,-131,9800,500.0,500.0,299.0,
471,213,251,427,-200,9611,500.0,500.0,299.0,
471,214,251,333,-93,9684,500.0,500.0,299.0,
472,215,251,162,52,10082,500.0,500.0,299.0,
472,215,250,249,-46,10044,500.0,500.0,299.0,
472,217,251,377,-271,9814,500.0,500.0,299.0,
471,219,251,536,-87,9641,500.0,500.0,299.0,
471,220,251,506,-187,9613,500.0,500.0,299.0,
471,223,251,182,62,9863,500.0,500.0,299.0,
472,224,250,275,-40,9833,500.0,500.0,299.0,
471,224,250,147,-296,9888,500.0,500.0,299.0,
471,225,250,23,-295,9790,500.0,500.0,299.0,
472,227,250,307,13,9967,500.0,500.0,299.0,
472,229,251,289,124,9910,500.0,500.0,299.0,
472,229,251,259,119,10210,500.0,500.0,299.0,
471,231,251,448,-40,9921,500.0,500.0,299.0,
471,233,251,285,-37,9945,500.0,500.0,299.0,
472,233,251,386,-316,9845,500.0,500.0,299.0,
472,234,251,269,-231,9881,500.0,500.0,299.0,
472,236,251,173,-166,9895,500.0,500.0,299.0,
472,237,251,257,11,10087,500.0,500.0,299.0,
472,239,251,200,-428,10061,500.0,500.0,299.0,
472,240,250,224,-59,9919,500.0,500.0,299.0,
472,242,250,230,-279,9650,500.0,500.0,299.0,
473,242,250,318,-166,9656,500.0,500.0,299.0,
473,243,251,273,14,9814,500.0,500.0,299.0,
473,244,250,-151,-83,10326,500.0,500.0,299.0,
473,246,250,118,33,10078,500.0,500.0,299.0,
473,247,250,294,-199,9916,500.0,500.0,299.0,
473,250,250,242,35,9610,500.0,500.0,299.0,
473,250,250,367,-109,9638,500.0,500.0,299.0,
473,251,250,707,103,10042,500.0,500.0,299.0,
473,254,250,303,-35,9909,500.0,500.0,299.0,
473,254,250,207,-150,9941,500.0,500.0,299.0,
473,256,250,178,-265,9759,500.0,500.0,299.0,
474,258,250,323,-18,9711,500.0,500.0,299.0,
474,259,250,208,-100,9736,500.0,500.0,299.0,
474,259,250,162,-56,9931,500.0,500.0,299.0,
474,261,250,316,-129,9830,500.0,500.0,299.0,
474,262,249,170,-61,9706,500.0,500.0,299.0,
474,264,249,36,88,9754,500.0,500.0,299.0,
474,265,249,184,204,9774,500.0,500.0,299.0,
474,267,249,213,162,9936,500.0,500.0,299.0,
474,266,249,166,-85,9959,500.0,500.0,299.0,
474,267,249,231,-219,9770,500.0,500.0,299.0,
474,269,249,370,-173,9700,500.0,500.0,299.0,
474,270,249,207,-24,9838,500.0,500.0,299.0,
474,273,249,237,-63,9884,500.0,500.0,299.0,
474,273,248,181,-114,9875,500.0,500.0,299.0,
475,274,248,149,-398,10045,500.0,500.0,299.0,
475,275,248,254,-183,10066,500.0,500.0,299.0,
475,277,248,244,-94,9883,500.0,500.0,299.0,
475,279,249,147,-114,10020,500.0,500.0,299.0,
474,279,249,308,-297,9913,500.0,500.0,299.0,
474,279,249,265,-339,10003,500.0,500.0,299.0,
475,282,249,471,-339,9843,500.0,500.0,299.0,
475,283,249,282,-274,9941,500.0,500.0,299.0,
475,283,249,230,-129,10073,500.0,500.0,299.0,
475,284,249,341,-198,9794,500.0,500.0,299.0,
475,284,249,257,-73,9840,500.0,500.0,299.0,
475,286,249,341,-92,9957,500.0,500.0,299.0,
475,288,250,504,59,10077,500.0,500.0,299.0,
475,289,251,414,-81,10061,500.0,500.0,299.0,
475,290,251,412,-228,9746,500.0,500.0,299.0,
475,292,251,168,-357,9945,500.0,500.0,299.0,
475,293,250,370,194,9690,500.0,500.0,299.0,
475,294,250,327,19,9701,500.0,500.0,299.0,
475,292,251,279,-130,9594,500.0,500.0,299.0,
475,293,251,398,-164,9691,500.0,500.0,299.0,
475,295,251,289,-39,9794,500.0,500.0,299.0,
475,296,252,249,-39,9990,500.0,500.0,299.0,
475,296,252,144,-212,9628,500.0,500.0,299.0,
475,299,253,246,-219,9686,500.0,500.0,299.0,
474,299,253,-82,-133,9817,500.0,500.0,299.0,
473,301,252,137,-63,9882,500.0,500.0,299.0,
474,302,252,231,-227,9672,500.0,500.0,299.0,
474,303,252,203,-152,9669,500.0,500.0,299.0,
474,303,252,216,57,9725,500.0,500.0,299.0,
474,304,251,206,-110,9620,500.0,500.0,299.0,
474,307,251,145,-214,9717,500.0,500.0,299.0,
474,308,251,269,-36,9673,500.0,500.0,299.0,
474,309,251,245,-21,9742,500.0,500.0,299.0,
474,310,251,270,-123,9625,500.0,500.0,299.0,
475,310,250,363,-192,9593,500.0,500.0,299.0,
475,311,250,50,-131,10191,500.0,500.0,299.0,
473,314,250,338,-192,9883,500.0,500.0,299.0,
473,314,250,362,-18,9774,500.0,500.0,299.0,
473,316,251,89,-82,9874,500.0,500.0,299.0,
473,317,250,346,-198,9800,500.0,500.0,299.0,
473,317,250,367,-203,9885,500.0,500.0,299.0,
473,319,250,103,-30,9865,500.0,500.0,299.0,
473,320,251,214,22,9876,500.0,500.0,299.0,
473,321,251,304,-209,9706,500.0,500.0,299.0,
472,321,251,204,-420,9963,500.0,500.0,299.0,
473,323,251,436,35,9863,500.0,500.0,299.0,
473,324,251,271,-99,9791,500.0,500.0,299.0,
472,325,252,193,-232,9811,500.0,500.0,299.0,
472,327,252,223,-37,10099,500.0,500.0,299.0,
471,328,252,311,-93,9970,500.0,500.0,299.0,
471,329,252,219,-348,9894,500.0,500.0,299.0,
471,328,251,255,-190,9859,500.0,500.0,299.0,
472,328,251,160,-174,9929,500.0,500.0,299.0,
472,329,251,10,-160,10098,500.0,500.0,299.0,
471,330,251,274,-241,9827,500.0,500.0,299.0,
471,332,250,151,-131,9855,500.0,500.0,299.0,
471,333,250,171,-120,9982,500.0,500.0,299.0,
471,334,250,362,-148,9808,500.0,500.0,299.0,
470,336,250,283,-179,9766,500.0,500.0,299.0,
470,336,250,-229,-205,9821,500.0,500.0,299.0,
470,337,249,-336,-219,9969,500.0,500.0,299.0,
470,338,249,265,-176,9731,500.0,500.0,299.0,
471,337,249,261,-114,9900,500.0,500.0,298.0,
471,337,249,253,5,9850,500.0,500.0,298.0,
470,340,250,173,-166,9841,500.0,500.0,295.0,
470,340,250,338,-154,9713,500.0,500.0,295.0,
470,341,250,355,-82,9909,500.0,500.0,291.0,
470,342,250,105,-162,9753,500.0,500.0,291.0,
470,343,249,62,-77,9761,500.0,500.0,285.0,
470,344,249,350,277,9869,500.0,500.0,285.0,
469,344,249,504,315,9950,500.0,500.0,277.0,
469,345,248,384,-13,9655,500.0,500.0,277.0,
470,345,248,272,0,9629,500.0,500.0,266.0,
470,346,250,8,-341,9620,500.0,500.0,266.0,
470,347,250,201,-202,9452,500.0,500.0,253.0,
469,348,250,379,-31,9455,500.0,500.0,253.0,
469,349,250,235,24,9296,500.0,500.0,238.0,
469,350,249,39,-350,8895,500.0,500.0,238.0,
469,351,248,-16,-110,8779,500.0,500.0,220.0,
469,352,248,351,-143,8531,500.0,500.0,220.0,
468,352,248,141,-394,8434,500.0,500.0,201.0,
468,353,247,123,-226,8352,500.0,500.0,201.0,
468,354,246,221,-17,8089,500.0,500.0,181.0,
468,354,246,85,-181,7763,500.0,500.0,181.0,
468,355,245,194,-105,7475,500.0,500.0,159.0,
468,357,243,369,-18,7327,500.0,500.0,159.0,
467,357,241,179,-88,7287,500.0,500.0,138.0,
467,358,239,145,24,6970,500.0,500.0,138.0,
467,360,237,64,-38,7179,500.0,500.0,117.0,
467,361,235,256,0,6842,500.0,500.0,117.0,
467,362,234,238,-32,6552,500.0,500.0,96.0,
466,363,231,207,-53,6405,500.0,500.0,96.0,
466,364,228,133,-95,5697,500.0,500.0,77.0,
466,364,224,170,-63,5843,500.0,500.0,77.0,
465,364,219,253,-12,5731,500.0,500.0,60.0,
465,364,214,158,53,5199,500.0,500.0,60.0,
465,364,209,235,9,5701,500.0,500.0,44.0,
456,363,204,147,13,5794,500.0,500.0,44.0,
455,363,199,212,145,4744,500.0,500.0,32.0,
456,364,194,318,-7,4581,500.0,500.0,32.0,
455,365,188,302,-130,4831,500.0,500.0,21.0,
455,365,181,234,-147,4823,500.0,500.0,21.0,
