1
Deck is attached!
stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,stateEstimateZ.ax,stateEstimateZ.ay,stateEstimateZ.az,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,
453,365,173,202,-196,5312,500.0,500.0,13.0,
454,364,164,87,-21,5590,500.0,500.0,13.0,
444,349,155,167,14,5280,500.0,500.0,7.0,
445,351,146,245,-34,5048,500.0,500.0,7.0,
445,349,137,272,-52,5124,500.0,500.0,3.0,
447,353,128,347,-219,5375,500.0,500.0,3.0,
443,352,117,249,2,5162,500.0,500.0,1.0,
435,346,107,364,-70,5617,500.0,500.0,1.0,
441,345,96,288,-128,6395,500.0,500.0,0.0,
424,351,84,145,-77,6920,500.0,500.0,0.0,
424,349,75,175,-58,7557,500.0,500.0,0.0,
428,344,63,260,-119,8205,500.0,500.0,0.0,
427,344,51,213,-263,9337,500.0,500.0,0.0,
