1
Deck is attached!
stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,controller.pitch,controller.roll,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,
3,4,5,0.0,0.0,0.0,0.0,0.0,
3,4,5,0.0,0.0,0.0,0.0,0.0,
2,4,5,0.0,0.0,0.0,0.0,0.0,
2,4,5,0.0,0.0,0.0,0.0,0.0,
2,4,5,0.0,0.0,0.0,0.0,0.0,
2,4,6,0.0,0.0,0.0,0.0,0.0,
3,4,6,0.0,0.0,0.0,0.0,0.0,
2,4,6,0.0,0.0,0.0,0.0,0.0,
2,4,6,0.0,0.0,0.0,0.0,0.0,
2,4,6,0.0,0.0,0.0,0.0,0.0,
3,5,6,0.0,0.0,0.0,0.0,0.0,
2,4,6,0.0,0.0,0.0,0.0,0.0,
3,4,7,0.0,0.0,0.0,0.0,0.0,
2,4,7,0.0,0.0,0.0,0.0,0.0,
2,4,7,0.0,0.0,0.0,0.0,0.0,
2,4,7,0.0,0.0,0.0,0.0,0.0,
2,4,7,0.0,0.0,0.0,0.0,0.0,
2,4,7,-0.16279146075248718,-0.1023101881146431,2.0,4.0,7.0,
3,4,6,-0.16279146075248718,-0.1023101881146431,2.0,4.0,7.0,
