1
Deck is attached!
stateEstimateZ.z,ctrltargetZ.z,stabilizer.thrust,debug.error,
250,299.0,45180.01171875,0.04980543255805969,
247,299.0,45180.01171875,0.04980543255805969,
246,299.0,45559.59765625,0.05318392813205719,
246,299.0,45559.59765625,0.05318392813205719,
245,299.0,45743.83984375,0.054585203528404236,
244,299.0,45743.83984375,0.054585203528404236,
246,299.0,45457.0703125,0.05363312363624573,
245,299.0,45457.0703125,0.05363312363624573,
245,299.0,45221.5703125,0.05437453091144562,
245,299.0,45221.5703125,0.05437453091144562,
245,299.0,44953.8515625,0.05491821467876434,
245,299.0,44953.8515625,0.05491821467876434,
245,299.0,44671.1171875,0.054819151759147644,
245,299.0,44671.1171875,0.054819151759147644,
245,299.0,44429.26953125,0.05487878620624542,
243,299.0,44429.26953125,0.05487878620624542,
243,299.0,44433.58984375,0.056263938546180725,
243,299.0,44433.58984375,0.056263938546180725,
243,299.0,44279.9921875,0.05610935389995575,
244,299.0,44279.9921875,0.05610935389995575,
244,300.0,44017.0703125,0.05536898970603943,
244,300.0,44017.0703125,0.05536898970603943,
245,300.0,43731.0,0.054821714758872986,
246,300.0,43731.0,0.054821714758872986,
246,300.0,43331.66796875,0.05351532995700836,
246,300.0,43331.66796875,0.05351532995700836,
247,300.0,43020.63671875,0.052661433815956116,
247,300.0,43020.63671875,0.052661433815956116,
248,299.0,42691.77734375,0.05146683752536774,
249,299.0,42691.77734375,0.05146683752536774,
249,299.0,42418.80078125,0.050414517521858215,
250,299.0,42418.80078125,0.050414517521858215,
250,299.0,42165.89453125,0.04928702116012573,
250,299.0,42165.89453125,0.04928702116012573,
251,299.0,42020.68359375,0.04854404926300049,
251,299.0,42020.68359375,0.04854404926300049,
252,299.0,41875.39453125,0.04746067523956299,
252,299.0,41875.39453125,0.04746067523956299,
253,299.0,41809.12890625,0.04669871926307678,
253,299.0,41809.12890625,0.04669871926307678,
254,299.0,41740.125,0.045737773180007935,
254,299.0,41740.125,0.045737773180007935,
255,299.0,41684.55078125,0.044750720262527466,
255,299.0,41684.55078125,0.044750720262527466,
256,299.0,41658.32421875,0.04395484924316406,
256,299.0,41658.32421875,0.04395484924316406,
257,299.0,41443.46875,0.042069822549819946,
258,299.0,41443.46875,0.042069822549819946,
258,299.0,41382.20703125,0.04135441780090332,
258,299.0,41382.20703125,0.04135441780090332,
259,299.0,41414.76953125,0.04089680314064026,
259,299.0,41414.76953125,0.04089680314064026,
259,299.0,41531.203125,0.040501922369003296,
259,299.0,41531.203125,0.040501922369003296,
260,299.0,41688.69921875,0.04026311635971069,
260,299.0,41688.69921875,0.04026311635971069,
260,299.0,41766.3203125,0.03959864377975464,
260,299.0,41766.3203125,0.03959864377975464,
260,299.0,41931.09765625,0.039638400077819824,
261,299.0,41931.09765625,0.039638400077819824,
261,299.0,41901.8671875,0.038583219051361084,
261,299.0,41901.8671875,0.038583219051361084,
261,299.0,42035.98828125,0.038811326026916504,
259,299.0,42035.98828125,0.038811326026916504,
259,299.0,42479.0390625,0.04064181447029114,
259,299.0,42479.0390625,0.04064181447029114,
258,299.0,42849.01953125,0.04135146737098694,
257,299.0,42849.01953125,0.04135146737098694,
257,299.0,43306.21484375,0.04275345802307129,
256,299.0,43306.21484375,0.04275345802307129,
256,299.0,43573.27734375,0.043355345726013184,
255,299.0,43573.27734375,0.043355345726013184,
252,299.0,44219.23046875,0.046488821506500244,
251,299.0,44219.23046875,0.046488821506500244,
251,299.0,44690.5859375,0.04806798696517944,
251,299.0,44690.5859375,0.04806798696517944,
249,299.0,45111.3671875,0.04964110255241394,
248,299.0,45111.3671875,0.04964110255241394,
248,299.0,45508.00390625,0.051810503005981445,
247,299.0,45508.00390625,0.051810503005981445,
246,299.0,45768.84765625,0.053377971053123474,
245,299.0,45768.84765625,0.053377971053123474,
244,299.0,46052.796875,0.055321142077445984,
243,299.0,46052.796875,0.055321142077445984,
243,299.0,46196.8046875,0.05675658583641052,
243,299.0,46196.8046875,0.05675658583641052,
242,299.0,46117.953125,0.057366833090782166,
242,299.0,46117.953125,0.057366833090782166,
241,299.0,46003.7578125,0.058346256613731384,
241,299.0,46003.7578125,0.058346256613731384,
240,299.0,45857.16796875,0.05921877920627594,
240,299.0,45857.16796875,0.05921877920627594,
240,299.0,45669.0,0.05972792208194733,
240,299.0,45669.0,0.05972792208194733,
240,299.0,45350.8828125,0.05954766273498535,
240,299.0,45350.8828125,0.05954766273498535,
240,299.0,45020.23828125,0.059498682618141174,
240,299.0,45020.23828125,0.059498682618141174,
242,299.0,44661.734375,0.05919140577316284,
243,299.0,44661.734375,0.05919140577316284,
243,299.0,43923.05859375,0.05654148757457733,
243,299.0,43923.05859375,0.05654148757457733,
244,299.0,43370.0234375,0.05551518499851227,
244,299.0,43370.0234375,0.05551518499851227,
245,299.0,42890.2265625,0.05451461672782898,
246,299.0,42890.2265625,0.05451461672782898,
246,299.0,42482.9375,0.053148746490478516,
248,299.0,42482.9375,0.053148746490478516,
249,299.0,41916.56640625,0.050499096512794495,
250,299.0,41916.56640625,0.050499096512794495,
251,299.0,41494.48046875,0.04881405830383301,
251,299.0,41494.48046875,0.04881405830383301,
252,299.0,41228.01171875,0.04759031534194946,
253,299.0,41228.01171875,0.04759031534194946,
254,299.0,41021.68359375,0.04597094655036926,
254,299.0,41021.68359375,0.04597094655036926,
256,299.0,40770.2109375,0.043788641691207886,
256,299.0,40770.2109375,0.043788641691207886,
257,299.0,40628.7734375,0.04230716824531555,
258,299.0,40628.7734375,0.04230716824531555,
259,299.0,40561.51171875,0.04098320007324219,
260,299.0,40561.51171875,0.04098320007324219,
261,299.0,40417.421875,0.038879454135894775,
261,299.0,40417.421875,0.038879454135894775,
260,299.0,40440.45703125,0.03785613179206848,
260,299.0,40440.45703125,0.03785613179206848,
260,299.0,40893.61328125,0.03905525803565979,
261,299.0,40893.61328125,0.03905525803565979,
261,299.0,41257.28515625,0.03876560926437378,
261,299.0,41257.28515625,0.03876560926437378,
261,299.0,41584.34375,0.03840115666389465,
261,299.0,41584.34375,0.03840115666389465,
261,299.0,41889.4921875,0.03856733441352844,
261,299.0,41889.4921875,0.03856733441352844,
261,299.0,42068.26171875,0.03820595145225525,
261,299.0,42068.26171875,0.03820595145225525,
261,299.0,42368.63671875,0.03878757357597351,
260,299.0,42368.63671875,0.03878757357597351,
258,299.0,42981.76171875,0.04112672805786133,
