1
Deck is attached!
stateEstimateZ.z,ctrltargetZ.z,stabilizer.thrust,debug.error,
258,299.0,42981.76171875,0.04112672805786133,
257,299.0,43479.6796875,0.04227936267852783,
257,299.0,43479.6796875,0.04227936267852783,
256,299.0,43935.390625,0.0435732901096344,
255,299.0,43935.390625,0.0435732901096344,
254,299.0,44328.421875,0.04518112540245056,
254,299.0,44328.421875,0.04518112540245056,
253,299.0,44648.81640625,0.04668605327606201,
253,299.0,44648.81640625,0.04668605327606201,
252,299.0,44809.94921875,0.04751783609390259,
251,299.0,44809.94921875,0.04751783609390259,
251,299.0,44972.8046875,0.04889664053916931,
251,299.0,44972.8046875,0.04889664053916931,
250,299.0,44965.28515625,0.049529314041137695,
249,299.0,44965.28515625,0.049529314041137695,
249,299.0,45007.21484375,0.050713419914245605,
248,299.0,45007.21484375,0.050713419914245605,
248,299.0,44997.953125,0.05165544152259827,
247,299.0,44997.953125,0.05165544152259827,
247,299.0,44973.56640625,0.05255189538002014,
247,299.0,44973.56640625,0.05255189538002014,
246,299.0,44966.55078125,0.05360841751098633,
246,299.0,44966.55078125,0.05360841751098633,
245,299.0,44887.2734375,0.05420598387718201,
245,299.0,44887.2734375,0.05420598387718201,
245,299.0,44758.6640625,0.0546225905418396,
245,299.0,44758.6640625,0.0546225905418396,
245,299.0,44519.7421875,0.05453696846961975,
245,299.0,44519.7421875,0.05453696846961975,
245,299.0,44262.72265625,0.054500073194503784,
244,299.0,44262.72265625,0.054500073194503784,
244,299.0,44122.39453125,0.05504047870635986,
245,299.0,44122.39453125,0.05504047870635986,
245,299.0,43923.921875,0.0547432005405426,
244,299.0,43923.921875,0.0547432005405426,
245,299.0,43837.90234375,0.054971858859062195,
245,299.0,43837.90234375,0.054971858859062195,
245,299.0,43658.57421875,0.0544789582490921,
244,299.0,43658.57421875,0.0544789582490921,
244,299.0,43695.33984375,0.055153727531433105,
245,299.0,43695.33984375,0.055153727531433105,
245,299.0,43583.33984375,0.05460000038146973,
245,299.0,43583.33984375,0.05460000038146973,
248,299.0,43024.73828125,0.05172877013683319,
248,299.0,43024.73828125,0.05172877013683319,
249,299.0,42606.1875,0.0507022887468338,
249,299.0,42606.1875,0.0507022887468338,
250,299.0,42224.2734375,0.04959607124328613,
251,299.0,42224.2734375,0.04959607124328613,
251,299.0,41903.8203125,0.04809647798538208,
252,299.0,41903.8203125,0.04809647798538208,
252,299.0,41680.54296875,0.04689386487007141,
252,299.0,41680.54296875,0.04689386487007141,
253,299.0,41668.28125,0.04670271277427673,
253,299.0,41668.28125,0.04670271277427673,
254,299.0,41600.2265625,0.04565367102622986,
256,299.0,41600.2265625,0.04565367102622986,
257,299.0,41201.234375,0.04267352819442749,
257,299.0,41201.234375,0.04267352819442749,
258,299.0,40996.16796875,0.04154396057128906,
257,299.0,40996.16796875,0.04154396057128906,
258,299.0,41116.52734375,0.041912853717803955,
258,299.0,41116.52734375,0.041912853717803955,
258,299.0,41250.0546875,0.04123353958129883,
259,299.0,41250.0546875,0.04123353958129883,
258,299.0,41514.2890625,0.04118824005126953,
258,299.0,41514.2890625,0.04118824005126953,
259,299.0,41717.203125,0.040911704301834106,
259,299.0,41717.203125,0.040911704301834106,
260,299.0,41928.0546875,0.04081368446350098,
260,299.0,41928.0546875,0.04081368446350098,
260,299.0,41896.6484375,0.03946945071220398,
260,299.0,41896.6484375,0.03946945071220398,
259,299.0,42020.83203125,0.03957730531692505,
259,299.0,42020.83203125,0.03957730531692505,
259,299.0,42310.1640625,0.04054543375968933,
259,299.0,42310.1640625,0.04054543375968933,
258,299.0,42603.69140625,0.04104757308959961,
260,299.0,42603.69140625,0.04104757308959961,
260,299.0,42529.3046875,0.03957429528236389,
260,299.0,42529.3046875,0.03957429528236389,
259,299.0,42607.55078125,0.040059685707092285,
259,299.0,42607.55078125,0.040059685707092285,
259,299.0,42677.77734375,0.0404907763004303,
259,299.0,42677.77734375,0.0404907763004303,
258,299.0,42854.265625,0.04115140438079834,
258,299.0,42854.265625,0.04115140438079834,
259,299.0,42864.3984375,0.0407642126083374,
258,299.0,42864.3984375,0.0407642126083374,
258,299.0,42976.85546875,0.04142305254936218,
258,299.0,42976.85546875,0.04142305254936218,
257,299.0,43098.828125,0.042141735553741455,
257,299.0,43098.828125,0.042141735553741455,
256,299.0,43341.77734375,0.04334250092506409,
256,299.0,43341.77734375,0.04334250092506409,
252,299.0,43556.8046875,0.044201672077178955,
252,299.0,43556.8046875,0.044201672077178955,
251,299.0,44334.27734375,0.048398613929748535,
250,299.0,44334.27734375,0.048398613929748535,
250,299.0,44752.984375,0.04966670274734497,
251,299.0,44752.984375,0.04966670274734497,
251,299.0,44717.94921875,0.04885977506637573,
250,299.0,44717.94921875,0.04885977506637573,
250,299.0,44712.23828125,0.04983457922935486,
250,299.0,44712.23828125,0.04983457922935486,
249,299.0,44546.11328125,0.0501202791929245,
249,299.0,44546.11328125,0.0501202791929245,
249,299.0,44475.6875,0.05081905424594879,
248,299.0,44475.6875,0.05081905424594879,
246,299.0,44701.81640625,0.053017765283584595,
246,299.0,44701.81640625,0.053017765283584595,
246,299.0,44763.68359375,0.053651273250579834,
246,299.0,44763.68359375,0.053651273250579834,
245,299.0,44760.3125,0.054143160581588745,
245,299.0,44760.3125,0.054143160581588745,
245,299.0,44643.82421875,0.054424479603767395,
245,299.0,44643.82421875,0.054424479603767395,
245,299.0,44486.0390625,0.054609641432762146,
244,299.0,44486.0390625,0.054609641432762146,
244,299.0,44504.4609375,0.055768147110939026,
244,299.0,44504.4609375,0.055768147110939026,
244,299.0,44384.8984375,0.055744245648384094,
243,299.0,44384.8984375,0.055744245648384094,
243,299.0,44336.67578125,0.05620072782039642,
243,299.0,44336.67578125,0.05620072782039642,
244,299.0,44180.4296875,0.05596564710140228,
242,299.0,44180.4296875,0.05596564710140228,
242,299.0,44262.46875,0.057070374488830566,
243,299.0,44262.46875,0.057070374488830566,
243,299.0,44173.390625,0.05675284564495087,
243,299.0,44173.390625,0.05675284564495087,
244,299.0,43924.0859375,0.055716514587402344,
244,299.0,43924.0859375,0.055716514587402344,
244,299.0,43650.41796875,0.055079877376556396,
245,299.0,43650.41796875,0.055079877376556396,
246,299.0,43359.58203125,0.05431970953941345,
247,299.0,43359.58203125,0.05431970953941345,
247,299.0,42894.1796875,0.05232441425323486,
248,299.0,42894.1796875,0.05232441425323486,
248,299.0,42560.31640625,0.05125339329242706,
248,299.0,42560.31640625,0.05125339329242706,
249,299.0,42416.21484375,0.0509607195854187,
249,299.0,42416.21484375,0.0509607195854187,
250,299.0,42241.8203125,0.049869805574417114,
251,299.0,42241.8203125,0.049869805574417114,
252,299.0,41885.41796875,0.04766368865966797,
252,299.0,41885.41796875,0.04766368865966797,
253,299.0,41644.4296875,0.04646575450897217,
255,299.0,41644.4296875,0.04646575450897217,
256,299.0,41141.78125,0.04352927207946777,
257,299.0,41141.78125,0.04352927207946777,
257,299.0,40891.0546875,0.042231082916259766,
258,299.0,40891.0546875,0.042231082916259766,
258,299.0,40725.14453125,0.04100751876831055,
259,299.0,40725.14453125,0.04100751876831055,
260,299.0,40694.171875,0.03994429111480713,
260,299.0,40694.171875,0.03994429111480713,
259,299.0,40749.70703125,0.0390511155128479,
259,299.0,40749.70703125,0.0390511155128479,
260,299.0,41113.9296875,0.03979209065437317,
260,299.0,41113.9296875,0.03979209065437317,
260,299.0,41396.48828125,0.03948131203651428,
260,299.0,41396.48828125,0.03948131203651428,
260,299.0,41669.71484375,0.03918272256851196,
260,299.0,41669.71484375,0.03918272256851196,
260,299.0,41948.99609375,0.039322078227996826,
262,299.0,41948.99609375,0.039322078227996826,
262,299.0,41850.52734375,0.03756767511367798,
262,299.0,41850.52734375,0.03756767511367798,
262,299.0,41941.78515625,0.03780093789100647,
261,299.0,41941.78515625,0.03780093789100647,
261,299.0,42163.88671875,0.03857755661010742,
260,299.0,42163.88671875,0.03857755661010742,
260,299.0,42483.35546875,0.039230287075042725,
259,299.0,42483.35546875,0.039230287075042725,
259,299.0,42909.28125,0.04045954346656799,
258,299.0,42909.28125,0.04045954346656799,
257,299.0,43278.44921875,0.04147633910179138,
257,299.0,43278.44921875,0.04147633910179138,
256,299.0,43633.625,0.04263690114021301,
256,299.0,43633.625,0.04263690114021301,
255,299.0,43944.453125,0.043782949447631836,
254,299.0,43944.453125,0.043782949447631836,
254,299.0,44244.296875,0.04512190818786621,
253,299.0,44244.296875,0.04512190818786621,
252,299.0,44530.69921875,0.046594202518463135,
252,299.0,44530.69921875,0.046594202518463135,
251,299.0,44775.453125,0.04799565672874451,
250,299.0,44775.453125,0.04799565672874451,
250,299.0,44922.3203125,0.049064427614212036,
249,299.0,44922.3203125,0.049064427614212036,
249,299.0,45057.125,0.05036601424217224,
247,299.0,45057.125,0.05036601424217224,
247,299.0,45269.55078125,0.052226051688194275,
246,299.0,45269.55078125,0.052226051688194275,
246,299.0,45384.55078125,0.053416088223457336,
245,299.0,45384.55078125,0.053416088223457336,
245,299.0,45402.51953125,0.054267123341560364,
244,299.0,45402.51953125,0.054267123341560364,
244,299.0,45368.3828125,0.05515378713607788,
244,299.0,45368.3828125,0.05515378713607788,
243,299.0,45293.640625,0.05588945746421814,
243,299.0,45293.640625,0.05588945746421814,
243,299.0,45166.87109375,0.056349948048591614,
243,299.0,45166.87109375,0.056349948048591614,
243,299.0,44994.79296875,0.05668416619300842,
243,299.0,44994.79296875,0.05668416619300842,
243,299.0,44709.69921875,0.05644705891609192,
243,299.0,44709.69921875,0.05644705891609192,
243,299.0,44439.2109375,0.0563364177942276,
244,299.0,44439.2109375,0.0563364177942276,
244,299.0,44074.35546875,0.055504217743873596,
245,299.0,44074.35546875,0.055504217743873596,
245,299.0,43764.828125,0.05498051643371582,
244,299.0,43764.828125,0.05498051643371582,
244,299.0,43752.39453125,0.055961817502975464,
244,299.0,43752.39453125,0.055961817502975464,
245,299.0,43601.265625,0.05534094572067261,
245,299.0,43601.265625,0.05534094572067261,
246,299.0,43380.15625,0.05434449017047882,
246,299.0,43380.15625,0.05434449017047882,
247,299.0,43108.62890625,0.053460851311683655,
247,299.0,43108.62890625,0.053460851311683655,
247,299.0,42822.12890625,0.05248057842254639,
247,299.0,42822.12890625,0.05248057842254639,
248,299.0,42749.23046875,0.05242909491062164,
248,299.0,42749.23046875,0.05242909491062164,
249,299.0,42620.08984375,0.0514756441116333,
249,299.0,42620.08984375,0.0514756441116333,
249,299.0,42487.203125,0.050498753786087036,
250,299.0,42487.203125,0.050498753786087036,
250,299.0,42321.51953125,0.049502789974212646,
251,299.0,42321.51953125,0.049502789974212646,
251,299.0,42211.28125,0.04874369502067566,
252,299.0,42211.28125,0.04874369502067566,
252,299.0,42126.07421875,0.04785004258155823,
255,299.0,42126.07421875,0.04785004258155823,
255,299.0,41687.140625,0.0448513925075531,
256,299.0,41687.140625,0.0448513925075531,
256,299.0,41477.03515625,0.043840259313583374,
257,299.0,41477.03515625,0.043840259313583374,
254,299.0,41802.046875,0.04548129439353943,
254,299.0,41802.046875,0.04548129439353943,
255,299.0,42022.49609375,0.045007914304733276,
255,299.0,42022.49609375,0.045007914304733276,
257,299.0,42262.58984375,0.04468509554862976,
257,299.0,42262.58984375,0.04468509554862976,
257,299.0,42124.78125,0.04281100630760193,
257,299.0,42124.78125,0.04281100630760193,
258,299.0,42145.046875,0.042607665061950684,
258,299.0,42145.046875,0.042607665061950684,
258,299.0,42021.296875,0.04138040542602539,
258,299.0,42021.296875,0.04138040542602539,
258,299.0,42106.44921875,0.041343748569488525,
257,299.0,42106.44921875,0.041343748569488525,
257,299.0,42451.47265625,0.04259970784187317,
257,299.0,42451.47265625,0.04259970784187317,
256,299.0,42746.9453125,0.04297959804534912,
255,299.0,42746.9453125,0.04297959804534912,
255,299.0,43161.734375,0.04414975643157959,
255,299.0,43161.734375,0.04414975643157959,
254,299.0,43465.8046875,0.04487067461013794,
254,299.0,43465.8046875,0.04487067461013794,
254,299.0,43607.41796875,0.04498010873794556,
254,299.0,43607.41796875,0.04498010873794556,
253,299.0,43779.59375,0.04579171538352966,
253,299.0,43779.59375,0.04579171538352966,
252,299.0,43944.67578125,0.04665759205818176,
251,299.0,43944.67578125,0.04665759205818176,
251,299.0,44290.82421875,0.04847085475921631,
250,299.0,44290.82421875,0.04847085475921631,
249,299.0,44543.46484375,0.04950428009033203,
249,299.0,44543.46484375,0.04950428009033203,
249,299.0,44733.28125,0.05050228536128998,
248,299.0,44733.28125,0.05050228536128998,
248,299.0,44832.10546875,0.05144825577735901,
247,299.0,44832.10546875,0.05144825577735901,
246,299.0,44945.453125,0.05264006555080414,
246,299.0,44945.453125,0.05264006555080414,
246,299.0,45020.24609375,0.0535065233707428,
245,299.0,45020.24609375,0.0535065233707428,
245,299.0,45036.48046875,0.0541546493768692,
245,299.0,45036.48046875,0.0541546493768692,
244,299.0,44996.32421875,0.05476982891559601,
244,299.0,44996.32421875,0.05476982891559601,
245,299.0,44811.4921875,0.05473989248275757,
244,299.0,44811.4921875,0.05473989248275757,
244,299.0,44635.6875,0.0550069659948349,
244,299.0,44635.6875,0.0550069659948349,
244,299.0,44433.8828125,0.05508354306221008,
244,299.0,44433.8828125,0.05508354306221008,
244,299.0,44311.0234375,0.05544126033782959,
244,299.0,44311.0234375,0.05544126033782959,
245,299.0,44140.90234375,0.055259764194488525,
245,299.0,44140.90234375,0.055259764194488525,
245,299.0,43845.51171875,0.0543353408575058,
246,299.0,43845.51171875,0.0543353408575058,
246,299.0,43579.66015625,0.0538126677274704,
246,299.0,43579.66015625,0.0538126677274704,
246,299.0,43446.4296875,0.053899168968200684,
246,299.0,43446.4296875,0.053899168968200684,
247,299.0,43271.53125,0.05324852466583252,
247,299.0,43271.53125,0.05324852466583252,
247,299.0,43091.92578125,0.05254663527011871,
248,299.0,43091.92578125,0.05254663527011871,
248,299.0,42884.58984375,0.051735714077949524,
250,299.0,42884.58984375,0.051735714077949524,
251,299.0,42374.984375,0.04911231994628906,
252,299.0,42374.984375,0.04911231994628906,
252,299.0,42039.5078125,0.04799544811248779,
253,299.0,42039.5078125,0.04799544811248779,
253,299.0,41756.96875,0.046871453523635864,
254,299.0,41756.96875,0.046871453523635864,
254,299.0,41600.4140625,0.04583275318145752,
255,299.0,41600.4140625,0.04583275318145752,
255,299.0,41511.70703125,0.04480510950088501,
256,299.0,41511.70703125,0.04480510950088501,
256,299.0,41485.0859375,0.04395711421966553,
256,299.0,41485.0859375,0.04395711421966553,
257,299.0,41489.10546875,0.04314729571342468,
254,299.0,41489.10546875,0.04314729571342468,
254,299.0,42068.3203125,0.045462846755981445,
254,299.0,42068.3203125,0.045462846755981445,
254,299.0,42405.08203125,0.04529532790184021,
255,299.0,42405.08203125,0.04529532790184021,
255,299.0,42527.58203125,0.044240981340408325,
255,299.0,42527.58203125,0.044240981340408325,
255,299.0,42639.8046875,0.04424622654914856,
257,299.0,42639.8046875,0.04424622654914856,
257,299.0,42469.8984375,0.04285091161727905,
257,299.0,42469.8984375,0.04285091161727905,
256,299.0,42509.2265625,0.04293283820152283,
256,299.0,42509.2265625,0.04293283820152283,
256,299.0,42615.93359375,0.043132126331329346,
256,299.0,42615.93359375,0.043132126331329346,
255,299.0,42854.421875,0.043837398290634155,
255,299.0,42854.421875,0.043837398290634155,
255,299.0,43062.29296875,0.04427066445350647,
254,299.0,43062.29296875,0.04427066445350647,
254,299.0,43324.3515625,0.04514595866203308,
254,299.0,43324.3515625,0.04514595866203308,
253,299.0,43527.71875,0.04576799273490906,
252,299.0,43527.71875,0.04576799273490906,
251,299.0,43961.08984375,0.04784068465232849,
251,299.0,43961.08984375,0.04784068465232849,
250,299.0,44245.82421875,0.04873591661453247,
249,299.0,44245.82421875,0.04873591661453247,
248,299.0,44635.69140625,0.05049026012420654,
248,299.0,44635.69140625,0.05049026012420654,
248,299.0,44857.86328125,0.05150322616100311,
247,299.0,44857.86328125,0.05150322616100311,
249,299.0,44638.28515625,0.05044938623905182,
248,299.0,44638.28515625,0.05044938623905182,
248,299.0,44524.734375,0.0510949045419693,
248,299.0,44524.734375,0.0510949045419693,
248,299.0,44398.12890625,0.05163140594959259,
248,299.0,44398.12890625,0.05163140594959259,
248,299.0,44182.95703125,0.051255688071250916,
248,299.0,44182.95703125,0.051255688071250916,
247,299.0,44051.17578125,0.051475390791893005,
247,299.0,44051.17578125,0.051475390791893005,
247,299.0,44039.53125,0.05228479206562042,
247,299.0,44039.53125,0.05228479206562042,
247,299.0,43968.578125,0.052361518144607544,
247,299.0,43968.578125,0.052361518144607544,
247,299.0,43839.00390625,0.052153363823890686,
248,299.0,43839.00390625,0.052153363823890686,
248,299.0,43674.58203125,0.051973775029182434,
246,299.0,43674.58203125,0.051973775029182434,
246,299.0,43761.75,0.05312827229499817,
247,299.0,43761.75,0.05312827229499817,
247,299.0,43748.3359375,0.05298347771167755,
247,299.0,43748.3359375,0.05298347771167755,
248,299.0,43577.88671875,0.05198244750499725,
248,299.0,43577.88671875,0.05198244750499725,
248,299.0,43412.2890625,0.05161796510219574,
248,299.0,43412.2890625,0.05161796510219574,
249,299.0,43230.609375,0.05118633806705475,
249,299.0,43230.609375,0.05118633806705475,
249,299.0,43069.00390625,0.05061677098274231,
249,299.0,43069.00390625,0.05061677098274231,
251,299.0,42938.25,0.050089672207832336,
251,299.0,42938.25,0.050089672207832336,
252,299.0,42575.87890625,0.04817861318588257,
252,299.0,42575.87890625,0.04817861318588257,
252,299.0,42352.453125,0.047445058822631836,
253,299.0,42352.453125,0.047445058822631836,
253,299.0,42160.9765625,0.046672970056533813,
254,299.0,42160.9765625,0.046672970056533813,
254,299.0,42055.6328125,0.045954376459121704,
253,299.0,42055.6328125,0.045954376459121704,
253,299.0,42278.87109375,0.046813368797302246,
253,299.0,42278.87109375,0.046813368797302246,
253,299.0,42386.98046875,0.046390414237976074,
253,299.0,42386.98046875,0.046390414237976074,
253,299.0,42558.14453125,0.0464702844619751,
253,299.0,42558.14453125,0.0464702844619751,
253,299.0,42644.0859375,0.04625013470649719,
253,299.0,42644.0859375,0.04625013470649719,
255,299.0,42728.08203125,0.046121686697006226,
255,299.0,42728.08203125,0.046121686697006226,
255,299.0,42460.75,0.04405131936073303,
256,299.0,42460.75,0.04405131936073303,
254,299.0,42404.9609375,0.04393821954727173,
254,299.0,42404.9609375,0.04393821954727173,
254,299.0,42705.2734375,0.045694947242736816,
254,299.0,42705.2734375,0.045694947242736816,
254,299.0,42925.98046875,0.045864105224609375,
254,299.0,42925.98046875,0.045864105224609375,
254,299.0,43060.79296875,0.04560241103172302,
254,299.0,43060.79296875,0.04560241103172302,
254,299.0,43156.09375,0.04584455490112305,
253,299.0,43156.09375,0.04584455490112305,
253,299.0,43223.0234375,0.04608279466629028,
253,299.0,43223.0234375,0.04608279466629028,
253,299.0,43324.5859375,0.0464305579662323,
252,299.0,43324.5859375,0.0464305579662323,
252,299.0,43596.3515625,0.0477389395236969,
251,299.0,43596.3515625,0.0477389395236969,
251,299.0,43768.10546875,0.04825115203857422,
251,299.0,43768.10546875,0.04825115203857422,
252,299.0,43903.51171875,0.048767268657684326,
252,299.0,43903.51171875,0.048767268657684326,
252,299.0,43725.3828125,0.04782229661941528,
251,299.0,43725.3828125,0.04782229661941528,
251,299.0,43670.203125,0.04816550016403198,
251,299.0,43670.203125,0.04816550016403198,
251,299.0,43692.03515625,0.048797428607940674,
250,299.0,43692.03515625,0.048797428607940674,
250,299.0,43722.171875,0.04911386966705322,
251,299.0,43722.171875,0.04911386966705322,
251,299.0,43541.296875,0.04829370975494385,
251,299.0,43541.296875,0.04829370975494385,
251,299.0,43422.87890625,0.04836738109588623,
252,299.0,43422.87890625,0.04836738109588623,
252,299.0,43197.76953125,0.04778364300727844,
252,299.0,43197.76953125,0.04778364300727844,
252,299.0,43065.9140625,0.04766854643821716,
252,299.0,43065.9140625,0.04766854643821716,
252,299.0,42995.59375,0.04771393537521362,
252,299.0,42995.59375,0.04771393537521362,
252,299.0,42931.0859375,0.04753243923187256,
252,299.0,42931.0859375,0.04753243923187256,
250,299.0,42865.45703125,0.04730582237243652,
250,299.0,42865.45703125,0.04730582237243652,
250,299.0,43205.8125,0.04936721920967102,
250,299.0,43205.8125,0.04936721920967102,
248,299.0,43349.66796875,0.049402445554733276,
247,299.0,43349.66796875,0.049402445554733276,
247,299.0,43934.50390625,0.052021875977516174,
247,299.0,43934.50390625,0.052021875977516174,
247,299.0,44195.12890625,0.05239659547805786,
247,299.0,44195.12890625,0.05239659547805786,
247,299.0,44312.54296875,0.05243489146232605,
247,299.0,44312.54296875,0.05243489146232605,
247,299.0,44340.3515625,0.05276499688625336,
247,299.0,44340.3515625,0.05276499688625336,
247,299.0,44163.625,0.052176788449287415,
247,299.0,44163.625,0.052176788449287415,
247,299.0,44060.3984375,0.05230806767940521,
248,299.0,44060.3984375,0.05230806767940521,
248,299.0,43772.9765625,0.05136851966381073,
248,299.0,43772.9765625,0.05136851966381073,
248,299.0,43581.47265625,0.05120094120502472,
249,299.0,43581.47265625,0.05120094120502472,
250,299.0,43406.47265625,0.050959303975105286,
250,299.0,43406.47265625,0.050959303975105286,
250,299.0,43036.3046875,0.04931372404098511,
251,299.0,43036.3046875,0.04931372404098511,
252,299.0,42797.65625,0.04877406358718872,
252,299.0,42797.65625,0.04877406358718872,
253,299.0,42368.93359375,0.04703143239021301,
253,299.0,42368.93359375,0.04703143239021301,
254,299.0,42106.578125,0.04624482989311218,
253,299.0,42106.578125,0.04624482989311218,
254,299.0,42036.08984375,0.04614943265914917,
254,299.0,42036.08984375,0.04614943265914917,
254,299.0,41980.08203125,0.04545220732688904,
255,299.0,41980.08203125,0.04545220732688904,
255,299.0,41965.36328125,0.0448777973651886,
255,299.0,41965.36328125,0.0448777973651886,
256,299.0,41931.06640625,0.04426753520965576,
256,299.0,41931.06640625,0.04426753520965576,
255,299.0,41913.25390625,0.043726056814193726,
256,299.0,41913.25390625,0.043726056814193726,
256,299.0,42058.50390625,0.04399797320365906,
256,299.0,42058.50390625,0.04399797320365906,
254,299.0,42168.984375,0.0437275767326355,
253,299.0,42168.984375,0.0437275767326355,
253,299.0,42737.60546875,0.04603657126426697,
253,299.0,42737.60546875,0.04603657126426697,
254,299.0,43067.91015625,0.04628479480743408,
254,299.0,43067.91015625,0.04628479480743408,
254,299.0,43155.91015625,0.045534491539001465,
254,299.0,43155.91015625,0.045534491539001465,
253,299.0,43255.9765625,0.04586136341094971,
252,299.0,43255.9765625,0.04586136341094971,
252,299.0,43560.5859375,0.04747825860977173,
251,299.0,43560.5859375,0.04747825860977173,
251,299.0,43776.95703125,0.04805096983909607,
251,299.0,43776.95703125,0.04805096983909607,
250,299.0,43995.2421875,0.04880264401435852,
250,299.0,43995.2421875,0.04880264401435852,
250,299.0,44127.51171875,0.04943162202835083,
249,299.0,44127.51171875,0.04943162202835083,
250,299.0,44209.60546875,0.05003710091114044,
250,299.0,44209.60546875,0.05003710091114044,
249,299.0,44138.76953125,0.049960821866989136,
249,299.0,44138.76953125,0.049960821866989136,
250,299.0,44092.35546875,0.050378888845443726,
250,299.0,43819.73046875,0.04954025149345398,
250,299.0,43819.73046875,0.04954025149345398,
250,299.0,43819.73046875,0.04954025149345398,
250,299.0,43663.296875,0.0496545135974884,
250,299.0,43663.296875,0.0496545135974884,
250,299.0,43539.578125,0.049816668033599854,
250,299.0,43434.0859375,0.0497625470161438,
250,299.0,43434.0859375,0.0497625470161438,
251,299.0,43118.99609375,0.048448383808135986,
251,299.0,43118.99609375,0.048448383808135986,
251,299.0,42881.921875,0.04803121089935303,
252,299.0,42881.921875,0.04803121089935303,
252,299.0,42700.8125,0.04775005578994751,
252,299.0,42700.8125,0.04775005578994751,
252,299.0,42580.95703125,0.04728248715400696,
252,299.0,42580.95703125,0.04728248715400696,
253,299.0,42580.95703125,0.04728248715400696,
251,299.0,42499.6640625,0.04681620001792908,
252,299.0,42700.90625,0.04790028929710388,
252,299.0,42700.90625,0.04790028929710388,
252,299.0,42781.79296875,0.047652214765548706,
252,299.0,42781.79296875,0.047652214765548706,
252,299.0,42898.05078125,0.047616422176361084,
252,299.0,42898.05078125,0.047616422176361084,
252,299.0,42957.16015625,0.047490477561950684,
251,299.0,42957.16015625,0.047490477561950684,
251,299.0,43138.1015625,0.04816487431526184,
251,299.0,43138.1015625,0.04816487431526184,
251,299.0,43255.46484375,0.048238158226013184,
251,299.0,43255.46484375,0.048238158226013184,
251,299.0,43414.30859375,0.04867058992385864,
251,299.0,43414.30859375,0.04867058992385864,
251,299.0,43499.23046875,0.04884070158004761,
251,299.0,43499.23046875,0.04884070158004761,
251,299.0,43480.91015625,0.048565417528152466,
251,299.0,43480.91015625,0.048565417528152466,
251,299.0,43485.9375,0.048705488443374634,
251,299.0,43485.9375,0.048705488443374634,
251,299.0,43485.50390625,0.04884213209152222,
251,299.0,43485.50390625,0.04884213209152222,
250,299.0,43513.0,0.04905897378921509,
250,299.0,43513.0,0.04905897378921509,
250,299.0,43532.46875,0.04919344186782837,
249,299.0,43532.46875,0.04919344186782837,
249,299.0,43697.984375,0.05019001662731171,
249,299.0,43697.984375,0.05019001662731171,
249,299.0,43765.765625,0.05038875341415405,
249,299.0,43765.765625,0.05038875341415405,
249,299.0,43767.5234375,0.050343677401542664,
249,299.0,43767.5234375,0.050343677401542664,
249,299.0,43748.62890625,0.05047273635864258,
249,299.0,43748.62890625,0.05047273635864258,
249,299.0,43673.0625,0.05033259093761444,
249,299.0,43673.0625,0.05033259093761444,
249,299.0,43618.37109375,0.050361454486846924,
249,299.0,43618.37109375,0.050361454486846924,
248,299.0,43698.90234375,0.051103100180625916,
248,299.0,43698.90234375,0.051103100180625916,
248,299.0,43723.3828125,0.05116690695285797,
248,299.0,43723.3828125,0.05116690695285797,
248,299.0,43738.25,0.051203563809394836,
249,299.0,43738.25,0.051203563809394836,
249,299.0,43528.48046875,0.05014201998710632,
249,299.0,43528.48046875,0.05014201998710632,
250,299.0,43399.62109375,0.04999569058418274,
251,299.0,43399.62109375,0.04999569058418274,
251,299.0,43024.64453125,0.04837983846664429,
251,299.0,43024.64453125,0.04837983846664429,
252,299.0,42831.1796875,0.04799845814704895,
252,299.0,42831.1796875,0.04799845814704895,
252,299.0,42697.06640625,0.047685712575912476,
252,299.0,42697.06640625,0.047685712575912476,
252,299.0,42610.21875,0.04726561903953552,
252,299.0,42610.21875,0.04726561903953552,
252,299.0,42619.67578125,0.0472695529460907,
252,299.0,42619.67578125,0.0472695529460907,
253,299.0,42597.44921875,0.04690477252006531,
253,299.0,42597.44921875,0.04690477252006531,
254,299.0,42454.203125,0.04584985971450806,
254,299.0,42454.203125,0.04584985971450806,
254,299.0,42373.6171875,0.04544225335121155,
254,299.0,42373.6171875,0.04544225335121155,
254,299.0,42322.765625,0.045078158378601074,
253,299.0,42322.765625,0.045078158378601074,
253,299.0,42670.62890625,0.04668706655502319,
253,299.0,42670.62890625,0.04668706655502319,
253,299.0,42878.9921875,0.046689003705978394,
252,299.0,42878.9921875,0.046689003705978394,
252,299.0,43272.48046875,0.04787319898605347,
251,299.0,43272.48046875,0.04787319898605347,
251,299.0,43489.83203125,0.04816794395446777,
251,299.0,43489.83203125,0.04816794395446777,
252,299.0,43464.72265625,0.047446638345718384,
252,299.0,43464.72265625,0.047446638345718384,
252,299.0,43494.21875,0.04771992564201355,
252,299.0,43494.21875,0.04771992564201355,
253,299.0,43216.84765625,0.046287357807159424,
253,299.0,43216.84765625,0.046287357807159424,
253,299.0,43132.01953125,0.04638907313346863,
253,299.0,43132.01953125,0.04638907313346863,
253,299.0,43039.1015625,0.0462721586227417,
253,299.0,43039.1015625,0.0462721586227417,
253,299.0,43024.7890625,0.04633942246437073,
253,299.0,43024.7890625,0.04633942246437073,
